wavelength,zt532rdc,zt594rdc,zt633rdc,zt491rdc,zt458rdc,zt514rdc,zt561rdc,,,,,
996,4.10E-05,1.99E-01,0.668316007,,,1.25E-05,0.000371134,,,,,
997,0.000161536,0.166238993,0.665197015,,,4.17E-05,0.000330502,,,,,
998,9.12E-05,1.39E-01,0.660270989,,,2.20E-05,0.000315958,,,,,
999,7.10E-05,1.19E-01,0.656262994,,,2.55E-06,0.000280827,,,,,
1000,2.06E-05,1.02E-01,0.652185023,,,3.25E-05,0.00029736,,,,,
1001,,,,,,6.54E-05,,,,,,
1002,,,,,,3.63E-05,,,,,,
1003,,,,,,1.47E-05,,,,,,
1004,,,,,,6.19E-05,,,,,,
1005,,,,,,4.10E-05,,,,,,
1006,,,,,,1.20E-05,,,,,,
1007,,,,,,3.45E-05,,,,,,
1008,,,,,,2.48E-05,,,,,,
1009,,,,,,3.47E-05,,,,,,
1010,,,,,,8.97E-05,,,,,,
1011,,,,,,5.51E-05,,,,,,
1012,,,,,,9.03E-05,,,,,,
1013,,,,,,1.01E-05,,,,,,
1014,,,,,,1.53E-05,,,,,,
1015,,,,,,7.10E-05,,,,,,
1016,,,,,,5.33E-06,,,,,,
1017,,,,,,5.13E-05,,,,,,
1018,,,,,,3.62E-05,,,,,,
1019,,,,,,4.16E-05,,,,,,
1020,,,,,,4.26E-05,,,,,,
1021,,,,,,0.000126002,,,,,,
1022,,,,,,6.41E-05,,,,,,
1023,,,,,,9.04E-05,,,,,,
1024,,,,,,4.37E-05,,,,,,
1025,,,,,,8.67E-05,,,,,,
1026,,,,,,6.01E-05,,,,,,
1027,,,,,,4.53E-05,,,,,,
1028,,,,,,0.00011093,,,,,,
1029,,,,,,6.27E-05,,,,,,
1030,,,,,,0.000102329,,,,,,
1031,,,,,,9.83E-05,,,,,,
1032,,,,,,0.00012692,,,,,,
1033,,,,,,9.50E-05,,,,,,
1034,,,,,,0.000147979,,,,,,
1035,,,,,,0.000133571,,,,,,
1036,,,,,,0.000191718,,,,,,
1037,,,,,,0.000103367,,,,,,
1038,,,,,,0.000301796,,,,,,
1039,,,,,,0.000208719,,,,,,
1040,,,,,,0.000252593,,,,,,
1041,,,,,,0.000197373,,,,,,
1042,,,,,,0.000339137,,,,,,
1043,,,,,,0.000330926,,,,,,
1044,,,,,,0.000342463,,,,,,
1045,,,,,,0.000374797,,,,,,
1046,,,,,,0.000419137,,,,,,
1047,,,,,,0.000410793,,,,,,
1048,,,,,,0.000392341,,,,,,
1049,,,,,,0.00048336,,,,,,
1050,,,,,,0.000547889,,,,,,
1051,,,,,,0.000573308,,,,,,
1052,,,,,,0.000648735,,,,,,
1053,,,,,,0.000714354,,,,,,
1054,,,,,,0.000659822,,,,,,
1055,,,,,,0.000870454,,,,,,
1056,,,,,,0.000757586,,,,,,
1057,,,,,,0.000861766,,,,,,
1058,,,,,,0.00098899,,,,,,
1059,,,,,,0.00105949,,,,,,
1060,,,,,,0.0011786,,,,,,
1061,,,,,,0.00133963,,,,,,
1062,,,,,,0.00151088,,,,,,
1063,,,,,,0.00163867,,,,,,
1064,,,,,,0.00171524,,,,,,
1065,,,,,,0.00195484,,,,,,
1066,,,,,,0.00215737,,,,,,
1067,,,,,,0.00236668,,,,,,
1068,,,,,,0.00273833,,,,,,
1069,,,,,,0.00279373,,,,,,
1070,,,,,,0.00302098,,,,,,
1071,,,,,,0.0034536,,,,,,
1072,,,,,,0.00378736,,,,,,
1073,,,,,,0.00429373,,,,,,
1074,,,,,,0.00469378,,,,,,
1075,,,,,,0.00516187,,,,,,
1076,,,,,,0.00599741,,,,,,
1077,,,,,,0.00661347,,,,,,
1078,,,,,,0.00731399,,,,,,
1079,,,,,,0.00837856,,,,,,
1080,,,,,,0.00937904,,,,,,
1081,,,,,,0.0104696,,,,,,
1082,,,,,,0.0118422,,,,,,
1083,,,,,,0.0134317,,,,,,
1084,,,,,,0.0153628,,,,,,
1085,,,,,,0.017589601,,,,,,
1086,,,,,,0.0202567,,,,,,
1087,,,,,,0.023427,,,,,,
1088,,,,,,0.0270923,,,,,,
1089,,,,,,0.031646099,,,,,,
1090,,,,,,0.036901701,,,,,,
1091,,,,,,0.043329202,,,,,,
1092,,,,,,0.051156498,,,,,,
1093,,,,,,0.059993699,,,,,,
1094,,,,,,0.071291603,,,,,,
1095,,,,,,0.084050298,,,,,,
1096,,,,,,0.099916004,,,,,,
1097,,,,,,0.118905,,,,,,
1098,,,,,,0.142646,,,,,,
1099,,,,,,0.167097002,,,,,,
1100,,,,,,0.196939006,,,,,,
1101,,,,,,0.228735,,,,,,
1102,,,,,,0.262973011,,,,,,
1103,,,,,,0.297935009,,,,,,
1104,,,,,,0.332679003,,,,,,
1105,,,,,,0.364757001,,,,,,
1106,,,,,,0.391108006,,,,,,
1107,,,,,,0.411054999,,,,,,
1108,,,,,,0.424863994,,,,,,
1109,,,,,,0.431578994,,,,,,
1110,,,,,,0.432751,,,,,,
1111,,,,,,0.427852988,,,,,,
1112,,,,,,0.421113014,,,,,,
1113,,,,,,0.411446989,,,,,,
1114,,,,,,0.400301009,,,,,,
1115,,,,,,0.391261995,,,,,,
1116,,,,,,0.379375011,,,,,,
1117,,,,,,0.369320005,,,,,,
1118,,,,,,0.359427989,,,,,,
1119,,,,,,0.351327986,,,,,,
1120,,,,,,0.343897998,,,,,,
1121,,,,,,0.337900996,,,,,,
1122,,,,,,0.332262993,,,,,,
1123,,,,,,0.327488005,,,,,,
1124,,,,,,0.324979007,,,,,,
1125,,,,,,0.322838008,,,,,,
1126,,,,,,0.321716011,,,,,,
1127,,,,,,0.321260005,,,,,,
1128,,,,,,0.321291,,,,,,
1129,,,,,,0.322596014,,,,,,
1130,,,,,,0.324245006,,,,,,
1131,,,,,,0.327450991,,,,,,
1132,,,,,,0.331028014,,,,,,
1133,,,,,,0.334529996,,,,,,
1134,,,,,,0.339991003,,,,,,
1135,,,,,,0.345104009,,,,,,
1136,,,,,,0.350407004,,,,,,
1137,,,,,,0.356727004,,,,,,
1138,,,,,,0.362435013,,,,,,
1139,,,,,,0.368687004,,,,,,
1140,,,,,,0.375964999,,,,,,
1141,,,,,,0.378524005,,,,,,
1142,,,,,,0.386328012,,,,,,
1143,,,,,,0.397374004,,,,,,
1144,,,,,,0.404610008,,,,,,
1145,,,,,,0.411808014,,,,,,
1146,,,,,,0.417690992,,,,,,
1147,,,,,,0.425392002,,,,,,
1148,,,,,,0.431950003,,,,,,
1149,,,,,,0.439067006,,,,,,
1150,,,,,,0.44630599,,,,,,
1151,,,,,,0.451512992,,,,,,
1152,,,,,,0.46014601,,,,,,
1153,,,,,,0.463871002,,,,,,
1154,,,,,,0.472772002,,,,,,
1155,,,,,,0.483994991,,,,,,
1156,,,,,,0.498589993,,,,,,
1157,,,,,,0.51672399,,,,,,
1158,,,,,,0.539511025,,,,,,
1159,,,,,,0.569682002,,,,,,
1160,,,,,,0.603227973,,,,,,
1161,,,,,,0.641080976,,,,,,
1162,,,,,,0.677064002,,,,,,
1163,,,,,,0.707063019,,,,,,
1164,,,,,,0.729833007,,,,,,
1165,,,,,,0.737076998,,,,,,
1166,,,,,,0.736032009,,,,,,
1167,,,,,,0.726940989,,,,,,
1168,,,,,,0.718131006,,,,,,
1169,,,,,,0.697187006,,,,,,
1170,,,,,,0.674986005,,,,,,
1171,,,,,,0.660238028,,,,,,
1172,,,,,,0.638662994,,,,,,
1173,,,,,,0.624952018,,,,,,
1174,,,,,,0.60808599,,,,,,
1175,,,,,,0.600071013,,,,,,
1176,,,,,,0.592002988,,,,,,
1177,,,,,,0.576884985,,,,,,
1178,,,,,,0.576057017,,,,,,
1179,,,,,,0.576897979,,,,,,
1180,,,,,,0.569904029,,,,,,
1181,,,,,,0.560856998,,,,,,
1182,,,,,,0.575402975,,,,,,
1183,,,,,,0.563000977,,,,,,
1184,,,,,,0.57425499,,,,,,
1185,,,,,,0.590673029,,,,,,
1186,,,,,,0.578007996,,,,,,
1187,,,,,,0.591229022,,,,,,
1188,,,,,,0.604771018,,,,,,
1189,,,,,,0.600987971,,,,,,
1190,,,,,,0.617771029,,,,,,
1191,,,,,,0.620796025,,,,,,
1192,,,,,,0.617098987,,,,,,
1193,,,,,,0.638746977,,,,,,
1194,,,,,,0.643388987,,,,,,
1195,,,,,,0.676533997,,,,,,
1196,,,,,,0.666899979,,,,,,
1197,,,,,,0.681648016,,,,,,
1198,,,,,,0.691980004,,,,,,
1199,,,,,,0.698104024,,,,,,
1200,,,,,,0.697358012,,,,,,
