wavelength,zt561rdc,zt633rdc,zt670rdc-xxrxt,zt514rdc,zt491rdc,zt532rdc,zt594rdc
574,0.590263009,0.00470594,0.011887,0.973609984,0.976406991,0.978363991,0.00151021
575,0.702418029,0.00465696,0.0116095,0.973478973,0.976963997,0.978963017,0.0013757
576,0.805541992,0.00493795,0.0108083,0.975674987,0.977711976,0.979129016,0.00132021
577,0.882255018,0.00546628,0.00964684,0.976611018,0.979493976,0.97853899,0.00122071
578,0.927444994,0.00652169,0.00839575,0.977061987,0.979644001,0.977949977,0.00124465
579,0.947642982,0.00786533,0.00741189,0.977086008,0.980319977,0.977452993,0.00135026
580,0.954463005,0.0103157,0.00660817,0.977541983,0.981233001,0.977087021,0.00152221
581,0.957458973,0.0138018,0.00591535,0.977348983,0.981213987,0.977156997,0.00162537
582,0.957557976,0.0185101,0.00553929,0.977654994,0.980944991,0.97784698,0.00180718
583,0.957956016,0.024120299,0.00526477,0.976809978,0.980666995,0.977849007,0.00213554
584,0.961208999,0.0291637,0.00516182,0.975498974,0.980323017,0.978439987,0.0023311
585,0.961899996,0.0313503,0.0052793,0.975845993,0.979893982,0.979362011,0.0026148
586,0.964707971,0.029972799,0.00536206,0.976161003,0.979674995,0.979516029,0.00309751
587,0.965031981,0.0265499,0.00562487,0.976298988,0.979707003,0.980787992,0.00347259
588,0.965727985,0.0224148,0.00611996,0.977712989,0.979939997,0.981561005,0.0039889
589,0.966103971,0.018885599,0.00675478,0.978693008,0.979627013,0.981962025,0.00459854
590,0.964856982,0.016632499,0.00779694,0.979443014,0.979880989,0.981034994,0.00560147
591,0.967212021,0.0153537,0.00913568,0.980287015,0.980042994,0.980723023,0.00645192
592,0.968236029,0.0148844,0.0109847,0.981558025,0.979757011,0.980352998,0.00752615
593,0.970933974,0.0155273,0.0134571,0.979771972,0.979988992,0.977995992,0.00957551
594,0.969012976,0.017015001,0.016870599,0.978762984,0.979909003,0.979057014,0.0120459
595,0.967179,0.0200164,0.0201518,0.976332009,0.979668021,0.980723023,0.016083499
596,0.968352973,0.0242332,0.0228038,0.974956989,0.979375005,0.980143011,0.021854499
597,0.966154993,0.0301247,0.024421399,0.973945022,0.979174972,0.979258001,0.0311381
598,0.964713991,0.036317699,0.0236634,0.974420011,0.979224026,0.977405012,0.046187799
599,0.96488899,0.039053701,0.0212934,0.973533988,0.978877008,0.981025994,0.071246497
600,0.965689003,0.036078699,0.018175401,0.974694014,0.978779972,0.980386972,0.112323999
601,0.965439975,0.0298131,0.0154449,0.977621973,0.978806019,0.981194019,0.180373996
602,0.969265997,0.019755499,0.0125017,0.980714023,0.978627026,0.981764972,0.279751986
603,0.972811997,0.0137193,0.0104985,0.982375026,0.979030013,0.981719017,0.374114007
604,0.973721981,0.0100029,0.0091513,0.982702971,0.979595006,0.982034981,0.462217987
605,0.975682974,0.00767887,0.00822255,0.982351005,0.979367971,0.982924998,0.544146001
606,0.977651,0.00612636,0.0074457,0.982159972,0.979202986,0.982671022,0.655653
607,0.977827013,0.00512691,0.00707115,0.982245028,0.979287982,0.983326018,0.799120009
608,0.979005992,0.00440827,0.00690903,0.983183026,0.97964102,0.982867002,0.90723902
609,0.978206992,0.00400299,0.00720109,0.98308301,0.980063975,0.984028995,0.944808006
610,0.975076973,0.00379512,0.00783271,0.983301997,0.980565012,0.986356974,0.952091992
611,0.978555024,0.00355999,0.00914628,0.981635988,0.980455995,0.987260997,0.95866102
612,0.976662993,0.00349922,0.0111284,0.980876029,0.980359972,0.98873502,0.965799987
613,0.974941015,0.00339064,0.0127667,0.979867995,0.979653001,0.989628017,0.970465004
614,0.975507975,0.00345894,0.0139898,0.979718029,0.978510976,0.989874005,0.972786009
615,0.975485981,0.0035889,0.016212,0.981222987,0.979231,0.989136994,0.974202991
616,0.975112021,0.00363201,0.0206795,0.981844008,0.979717016,0.987878978,0.975647986
617,0.977029979,0.00385818,0.025888599,0.982662022,0.980140984,0.986778975,0.97616601
618,0.979472995,0.00401574,0.028182,0.983941972,0.979749978,0.985468984,0.976074994
619,0.978883982,0.00424762,0.024418799,0.984202981,0.980302989,0.984203994,0.975476027
620,0.978298008,0.00446437,0.0173862,0.98675698,0.980937004,0.983155012,0.974856019
621,0.978061974,0.00482663,0.0109865,0.98545301,0.981751025,0.982335985,0.97320497
622,0.979507983,0.00521247,0.00701767,0.983759999,0.982128978,0.981194019,0.975006998
623,0.979682982,0.00556732,0.00464831,0.985324979,0.982536972,0.981585979,0.976006985
624,0.978250027,0.00601939,0.00331698,0.984623015,0.982725024,0.982581019,0.976840019
625,0.980122983,0.00655791,0.00242157,0.98427701,0.983735025,0.983106971,0.976969004
626,0.975350976,0.0072488,0.00183175,0.984003007,0.983412981,0.983120024,0.975722015
627,0.979359984,0.00808982,0.00145244,0.984384,0.983573973,0.983985007,0.97428298
628,0.977769971,0.00890665,0.00115648,0.985006988,0.983051002,0.984623015,0.972283006
629,0.97754699,0.0100616,0.000952335,0.985028982,0.98268503,0.985270023,0.971566975
630,0.980854988,0.0117161,0.000899327,0.983229995,0.982761025,0.985040009,0.971979976
631,0.979952991,0.0136325,0.000800636,0.983438015,0.983098984,0.985094011,0.972738981
632,0.977379024,0.0161692,0.000688534,0.983298004,0.982012987,0.984660983,0.973782003
633,0.978241026,0.0197726,0.000636267,0.983918011,0.980854988,0.984649003,0.975273013
634,0.977069974,0.0243931,0.000585458,0.983130991,0.980458975,0.98486501,0.977308989
635,0.977429986,0.0306499,0.000481086,0.984592021,0.980315983,0.985156,0.977925003
636,0.977068007,0.0392287,0.000511656,0.984160006,0.979709029,0.985358,0.977871001
637,0.976647973,0.051151101,0.000496199,0.983353019,0.978801012,0.985444009,0.977590978
638,0.974869013,0.0694554,0.000522231,0.984018981,0.97793299,0.985114992,0.974335015
639,0.975116014,0.093219496,0.000449586,0.984516978,0.977402985,0.985292971,0.97249198
640,0.975206971,0.126250997,0.000492733,0.985301018,0.977514982,0.985547006,0.971184015
641,0.975063026,0.170884997,0.00051464,0.981118977,0.976795971,0.985858023,0.971777976
642,0.97714901,0.232740998,0.000459938,0.983081996,0.976697981,0.986544013,0.973424971
643,0.976970971,0.306955993,0.000488658,0.982913017,0.976532996,0.986687005,0.975683987
644,0.978628993,0.384541005,0.000475387,0.982029021,0.97626102,0.98714,0.977230012
645,0.980836987,0.465914994,0.000414288,0.980315983,0.977123976,0.98755002,0.979112983
646,0.982487977,0.548686028,0.000463536,0.979501009,0.976713002,0.986936986,0.980561018
647,0.983066976,0.638198018,0.000491014,0.98031801,0.976822019,0.986934006,0.981231987
648,0.983435988,0.731441021,0.000625107,0.981832981,0.976770997,0.986422002,0.980077982
649,0.984169006,0.818377018,0.000627544,0.982698023,0.977014005,0.985567987,0.978277981
650,0.983852029,0.88874799,0.000731712,0.983812988,0.977406025,0.985575974,0.975998998
651,0.982164979,0.929737985,0.000823663,0.984614015,0.977141023,0.984898984,0.974622011
652,0.980587006,0.95075798,0.000873272,0.984965026,0.978323996,0.98475498,0.973466992
653,0.981207013,0.960005999,0.000939687,0.985249996,0.979094028,0.984516978,0.973707974
654,0.980714977,0.965146005,0.00100501,0.986279011,0.979596972,0.98426801,0.975104988
655,0.978248,0.968576014,0.00129197,0.986575007,0.980279028,0.985180974,0.974973023
656,0.978227973,0.971287012,0.00139761,0.986343026,0.980475008,0.986118019,0.97667098
657,0.977403998,0.974568009,0.00171732,0.985692024,0.980985999,0.986508012,0.979007006
658,0.977907002,0.977365017,0.00197063,0.985427022,0.981440008,0.986827016,0.980570018
659,0.978799999,0.978718996,0.00232602,0.985319018,0.980189979,0.987254977,0.982168019
660,0.980060995,0.979750991,0.00274883,0.984836996,0.980756998,0.987304986,0.982142985
661,0.980291009,0.977816999,0.00340612,0.984889984,0.980772018,0.987640977,0.982677996
662,0.981751025,0.976279974,0.00416787,0.98436898,0.979691029,0.988669991,0.98241502
663,0.982232988,0.974478006,0.00509212,0.984157026,0.979413986,0.988364995,0.981685996
664,0.982225001,0.971549988,0.00622075,0.984246016,0.979525983,0.988228977,0.981374979
665,0.981384993,0.970323026,0.00754627,0.984346986,0.979110003,0.988211989,0.980166972
666,0.981621027,0.970875978,0.0092335,0.984719992,0.978130996,0.987859011,0.980206013
667,0.980543017,0.971222997,0.0111852,0.984655976,0.978742003,0.988273978,0.979342997
668,0.980039001,0.971399009,0.0133276,0.984007001,0.979577005,0.98743099,0.979296982
669,0.980049014,0.971903026,0.0156934,0.983621001,0.978667021,0.987275004,0.979809999
670,0.979744971,0.972535014,0.018450201,0.983415008,0.978398025,0.986936986,0.980026007
671,0.979063988,0.973604023,0.021419499,0.982730985,0.979749024,0.986307025,0.98022902
672,0.978069007,0.974250972,0.0244404,0.983298004,0.979647994,0.986509979,0.979678988
673,0.977937996,0.976894975,0.027620001,0.982267022,0.981823027,0.986280978,0.979366004
674,0.978294015,0.976936996,0.031335,0.981167018,0.982957006,0.986102998,0.979267001
675,0.981456995,0.978936017,0.035020899,0.981352985,0.983319998,0.986325026,0.978690982
676,0.981042981,0.980581999,0.039244801,0.981418014,0.983897984,0.987941027,0.978842974
677,0.98062098,0.981311977,0.0439815,0.982327998,0.98280102,0.988561988,0.979786992
678,0.985256016,0.982129991,0.050102301,0.982424021,0.981571019,0.987030029,0.980897009
679,0.98438102,0.981480002,0.0581365,0.981801987,0.980957985,0.988623977,0.982255995
680,0.983850002,0.980390012,0.066523403,0.981471002,0.978950977,0.989338994,0.983335018
681,0.982366025,0.97973001,0.0765118,0.981265008,0.977717996,0.988113999,0.984210014
682,0.981096029,0.981010973,0.089660801,0.981127024,0.97586298,0.987410009,0.985940993
683,0.983407021,0.982927024,0.105057999,0.98211199,0.975368977,0.988017976,0.986265004
684,0.98406601,0.982267022,0.123717003,0.982959986,0.973922014,0.988294005,0.986488998
685,0.983074009,0.980476975,0.147938997,0.982913971,0.973065019,0.988741994,0.986073017
686,0.982738018,0.979861021,0.175459996,0.983475029,0.972796023,0.988325,0.985256016
687,0.981935024,0.980579972,0.208137006,0.984227002,0.973232985,0.98841399,0.984881997
688,0.981031001,0.980057001,0.247507006,0.984560013,0.973021984,0.988359988,0.984103024
689,0.981444001,0.980278015,0.288215011,0.986585021,0.973892987,0.988384008,0.983560026
690,0.981206,0.980351985,0.331146985,0.986616015,0.974996984,0.988144994,0.982616007
691,0.981739998,0.980861008,0.375111997,0.984937012,0.975597978,0.988281012,0.983534992
692,0.982779026,0.983045995,0.413899004,0.98406601,0.977607012,0.988294005,0.983134985
693,0.981996,0.983996987,0.447308987,0.984597027,0.978067994,0.987604976,0.984866977
694,0.983358979,0.984462023,0.473724991,0.984380007,0.980067015,0.986759007,0.985491991
695,0.982249022,0.984368026,0.492651999,0.984131992,0.980763972,0.985927999,0.988049984
696,0.982904971,0.984408021,0.507019997,0.984386981,0.981155992,0.98587501,0.987590015
